,company_name,old,total_employees,cities,type,industry,rating
275,Bajaj Electricals, 86 years old , 1k-5k Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,4-5
276,TVS Credit, 16 years old , 10k-50k Employees ,Ahmedabad,Public,Nbfc,4-5
277,Baroda Global Shared Services, 7 years old , 10k-50k Employees ,Ahmedabad,Public,Banking,3-4
278,You Broadband, 23 years old , 1k-5k Employees ,Ahmedabad,Public,Telecom,3-4
279,IFB, 50 years old , 201-500 Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,3-4
280,Marico, 36 years old , 1k-5k Employees ,Ahmedabad,Public,Fmcg,4-5
281,IFB, 50 years old , 201-500 Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,3-4
282,You Broadband, 23 years old , 1k-5k Employees ,Ahmedabad,Public,Telecom,3-4
283,Endurance Technologies, 39 years old , 1k-5k Employees ,Ahmedabad,Public,Auto Components,3-4
284,Adjavis Venture, 11 years old , 501-1k Employees ,Ahmedabad,Public,Beauty & Personal Care,3-4
285,Standard Chartered, 171 years old , 10k-50k Employees ,Ahmedabad,Fortune India 500,Banking,3-4
286,Honda, 39 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Automobile,4-5
287,Colgate Palmolive, 87 years old , 1k-5k Employees ,Ahmedabad,Public,Fmcg,4-5
288,TVS Motor, 45 years old , 5k-10k Employees ,Ahmedabad,Public,Automobile,4-5
289,Dabur, 140 years old , 5k-10k Employees ,Ahmedabad,Public,Fmcg,3-4
290,Arman Financial Services, 32 years old , 51-200 Employees ,Ahmedabad,Public,Nbfc,3-4
291,Physicswallah, 5 years old , 10k-50k Employees ,Ahmedabad,Indian Unicorn,Edtech,3-4
292,Sun Pharmaceutical Industries, 41 years old , 10k-50k Employees ,Ahmedabad,Public,Pharma,4-5
293,Ensight Business Solutions, 12 years old , 201-500 Employees ,Ahmedabad,Startup,It Services & Consulting,4-5
294,Telenor, 15 years old , 501-1k Employees ,Ahmedabad,Forbes Global 2000,Telecom,4-5
295,3M, 37 years old , 1k-5k Employees ,Ahmedabad,Public,Electronics Manufacturing,4-5
296,Nayara Energy, 35 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Petrochemicals,4-5
297,Vivo, 15 years old , 5k-10k Employees ,Ahmedabad,Conglomerate,Consumer Electronics & Appliances,4-5
298,OPPO, 20 years old , 10k-50k Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,3-4
299,SMC, 36 years old , 201-500 Employees ,Ahmedabad,Forbes Global 2000,Medical Equipment,3-4
300,Magna International, 67 years old , 501-1k Employees ,Ahmedabad,Public,Auto Components,3-4
301,GMM Pfaudler, 62 years old , 501-1k Employees ,Ahmedabad,Public,Industrial Machinery,3-4
302,Laxcon Steels, 46 years old , 501-1k Employees ,Ahmedabad,Public,Metals & Mining,3-4
303,Tractors and Farm Equipment, 64 years old , 10k-50k Employees ,Ahmedabad,Public,Industrial Machinery,4-5
304,Online PSB Loans, 6 years old , 11-50 Employees ,Ahmedabad,Startup,Internet,3-4
305,TGB Banquets and Hotels, 35 years old , 201-500 Employees ,Ahmedabad,Public,Hospitality,4-5
306,Godrej Properties, 34 years old , 1k-5k Employees ,Ahmedabad,Public,Real Estate,3-4
307,KONE, 114 years old , 5k-10k Employees ,Ahmedabad,Forbes Global 2000,Industrial Machinery,4-5
308,Unicharm, 63 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Beauty & Personal Care,4-5
309,Hyundai Motor India Limited, 57 years old , 10k-50k Employees ,Ahmedabad,Fortune India 500,Automobile,4-5
310,Hitachi, 114 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Industrial Machinery,4-5
311,Kraft Heinz Company, 30 years old , 501-1k Employees ,Ahmedabad,Forbes Global 2000,Food Processing,4-5
312,Johnson Controls, 139 years old , 5k-10k Employees ,Ahmedabad,Public,Industrial Automation,3-4
313,Mankind Pharma, 29 years old , 10k-50k Employees ,Ahmedabad,Fortune India 500,Pharma,4-5
314,Edelweiss, 7 years old , 1k-5k Employees ,Ahmedabad,Public,Financial Services,3-4
315,Alkem Laboratories, 51 years old , 10k-50k Employees ,Ahmedabad,Public,Pharma,3-4
316,Lupin, 56 years old , 1k-5k Employees ,Ahmedabad,Public,Pharma,4-5
317,Daikin, 24 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Consumer Electronics & Appliances,4-5
318,ShopKirana, 10 years old , 501-1k Employees ,Ahmedabad,Startup,Software Product,3-4
319,NoBroker, 10 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
320,Marriott International, 97 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Hospitality,4-5
321,Patels Airtemp (India), 51 years old , 501-1k Employees ,Ahmedabad,Public,Industrial Machinery,4-5
322,Gokul Agro Resources, 10 years old , 1k-5k Employees ,Ahmedabad,Public,Fmcg,3-4
323,DealShare, 6 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
324,Siemens, 177 years old , 5k-10k Employees ,Ahmedabad,Public,Industrial Automation,4-5
325,Ericsson, 148 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Telecom,4-5
326,PhonePe, 9 years old , 5k-10k Employees ,Ahmedabad,Indian Unicorn,Fintech,4-5
327,Panasonic, 106 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Consumer Electronics & Appliances,4-5
328,DHL Express, 45 years old , 1k-5k Employees ,Ahmedabad,Conglomerate,Logistics,4-5
329,Saarthi Pedagogy, 6 years old , 11-50 Employees ,Ahmedabad,Startup,Edtech,3-4
330,USV, 63 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Pharma,4-5
331,Muthoot Fincorp, 137 years old , 10k-50k Employees ,Ahmedabad,Conglomerate,Nbfc,4-5
332,HCL Infosystems, 48 years old , 51-200 Employees ,Ahmedabad,Public,It Services & Consulting,4-5
333,Steel Strips Wheels, 33 years old , 1k-5k Employees ,Ahmedabad,Public,Auto Components,3-4
334,Safexpress, 27 years old , 1k-5k Employees ,Ahmedabad,Conglomerate,Logistics,4-5
335,Kiri Industries, 26 years old , 1k-5k Employees ,Ahmedabad,Public,Chemicals,4-5
336,FirstCry, 14 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Retail,3-4
337,Lohia Group, 48 years old , 1k-5k Employees ,Ahmedabad,Public,Industrial Machinery,3-4
338,Macleods Pharmaceuticals, 38 years old , 10k-50k Employees ,Ahmedabad,Public,Pharma,3-4
339,Zomato, 16 years old , 1k-5k Employees ,Ahmedabad,Public,Internet,3-4
340,GlaxoSmithKline Pharmaceuticals, 194 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Pharma,4-5
341,Escorts Kubota Limited, 80 years old , 1k-5k Employees ,Ahmedabad,Public,Automobile,4-5
342,Alembic Pharmaceuticals, 117 years old , 10k-50k Employees ,Ahmedabad,Public,Pharma,4-5
343,JMC Projects, 42 years old , 1k-5k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
344,Nilkamal, 43 years old , 1k-5k Employees ,Ahmedabad,Public,Furniture & Furnishing,3-4
345,VRL Logistics, 41 years old , 10k-50k Employees ,Ahmedabad,Public,Logistics,3-4
346,Coca-Cola Company, 138 years old , 5k-10k Employees ,Ahmedabad,Forbes Global 2000,Beverage,4-5
347,Polycab Wires, 28 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Electrical Equipment,4-5
348,VRL Logistics, 41 years old , 10k-50k Employees ,Ahmedabad,Public,Logistics,3-4
349,Adecco Group, 25 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Recruitment,3-4
350,Nuvoco Vistas, 25 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Building Material,4-5
351,Apollo Tyres, 52 years old , 5k-10k Employees ,Ahmedabad,Public,Auto Components,4-5
352,NewsReach, 6 years old , 11-50 Employees ,Ahmedabad,Startup,Internet,3-4
353,Cummins, 105 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Industrial Machinery,4-5
354,Dr. Reddy's, 40 years old , 10k-50k Employees ,Ahmedabad,Public,Pharma,4-5
355,Suzlon Group, 29 years old , 5k-10k Employees ,Ahmedabad,Public,Power,4-5
356,Tata Communications, 38 years old , 5k-10k Employees ,Ahmedabad,Public,Telecom,4-5
357,myGate, 8 years old , 1k-5k Employees ,Ahmedabad,Startup,Law Enforcement & Security,3-4
358,Karur Vysya Bank, 108 years old , 5k-10k Employees ,Ahmedabad,Public,Banking,3-4
359,ABC, 81 years old , 1k-5k Employees (Global) ,Ahmedabad,Public,Broadcasting,3-4
360,ACC, 88 years old , 5k-10k Employees ,Ahmedabad,Public,Building Material,3-4
361,Mitsubishi Electric, 103 years old , 501-1k Employees ,Ahmedabad,Forbes Global 2000,Electronics Manufacturing,4-5
362,Tenneco, 84 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Auto Components,3-4
363,Sandesh, 101 years old , 1k-5k Employees ,Ahmedabad,Public,Printing & Publishing,3-4
364,Ola Cabs, 14 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
365,Kirloskar Brothers, 136 years old , 1k-5k Employees ,Ahmedabad,Public,Industrial Machinery,4-5
366,ManpowerGroup, 29 years old , 50k-1 Lakh Employees ,Ahmedabad,Forbes Global 2000,Recruitment,3-4
367,Karur Vysya Bank, 108 years old , 5k-10k Employees ,Ahmedabad,Public,Banking,3-4
368,Sahajanand Laser Technology, 35 years old , 501-1k Employees ,Ahmedabad,Public,Industrial Machinery,3-4
369,Navneet Education, 65 years old , 501-1k Employees ,Ahmedabad,Public,Printing & Publishing,3-4
370,PharmEasy, 9 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
371,PharmEasy, 9 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
372,Mahindra Logistics, 24 years old , 1k-5k Employees ,Ahmedabad,Public,Logistics,4-5
373,HCLTech, 33 years old , 1 Lakh+ Employees ,Ahmedabad,Public,It Services & Consulting,3-4
374,Sony, 30 years old , 1k-5k Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,4-5
375,Aglowid IT Solutions, 6 years old , 11-50 Employees ,Ahmedabad,Startup,It Services & Consulting,4-5
376,Aglowid IT Solutions, 6 years old , 11-50 Employees ,Ahmedabad,Startup,It Services & Consulting,4-5
377,Aditya Birla Capital, 7 years old , 10k-50k Employees ,Ahmedabad,Public,Financial Services,3-4
378,Adient, 28 years old , 501-1k Employees ,Ahmedabad,Forbes Global 2000,Auto Components,3-4
379,Reliance Trends, 18 years old , 1 Lakh+ Employees ,Ahmedabad,Conglomerate,Retail,4-5
380,Silicon Signals, 3 years old , 11-50 Employees ,Ahmedabad,Startup,Software Product,4-5
381,Aavatto, 3 years old , 11-50 Employees ,Ahmedabad,Startup,Software Product,4-5
382,Nippon Paint India, 143 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Chemicals,4-5
383,TCI Express, 28 years old , 1k-5k Employees ,Ahmedabad,Public,Logistics,3-4
384,Schneider Electric, 25 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Industrial Automation,4-5
385,Jade Blue Lifestyle, 29 years old , 1k-5k Employees ,Ahmedabad,Public,Retail,3-4
386,PepsiCo, 59 years old , 1 Lakh+ Employees ,Ahmedabad,Public,Food Processing,4-5
387,KEC International, 79 years old , 5k-10k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
388,Swan Energy, 115 years old , 201-500 Employees ,Ahmedabad,Public,Fashion & Textile,3-4
389,Randstad, 32 years old , 5k-10k Employees ,Ahmedabad,Conglomerate,Recruitment,3-4
390,TTK Prestige, 69 years old , 1k-5k Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,3-4
391,Welspun World, 39 years old , 1k-5k Employees ,Ahmedabad,Public,Building Material,3-4
392,Allied Digital Services, 29 years old , 1k-5k Employees ,Ahmedabad,Public,It Services & Consulting,3-4
393,Sobha, 29 years old , 1k-5k Employees ,Ahmedabad,Public,Real Estate,3-4
394,JNS Instruments, 23 years old , 501-1k Employees ,Ahmedabad,Public,Industrial Machinery,3-4
395,Lemon Tree Hotels, 22 years old , 5k-10k Employees ,Ahmedabad,Public,Hospitality,4-5
396,Shree Rama Multi-Tech, 37 years old , 501-1k Employees ,Ahmedabad,Public,Petrochemicals,3-4
397,Aditya Birla Group, 167 years old , 1 Lakh+ Employees ,Ahmedabad,Conglomerate,Building Material,4-5
398,Control Print, 33 years old , 501-1k Employees ,Ahmedabad,Public,Consumer Electronics & Appliances,3-4
399,Mahindra Rural Housing Finance, 17 years old , 10k-50k Employees ,Ahmedabad,Public,Nbfc,4-5
400,Mahindra Finance, 33 years old , 10k-50k Employees ,Mumbai,Public,Nbfc,4-5
401,Pine Labs, 26 years old , 1k-5k Employees ,Noida,Indian Unicorn,Fintech,3-4
402,SAL STEEL, 21 years old , 201-500 Employees ,Gurgaon/Gurugram,Public,Iron & Steel,3-4
403,Tata Group, 156 years old , 1 Lakh+ Employees ,Mumbai,Conglomerate,It Services & Consulting,4-5
404,IQVIA, 42 years old , 10k-50k Employees ,Durham,Forbes Global 2000,Clinical Research,3-4
405,CMR Green Technologies, 18 years old , 1k-5k Employees ,Ahmedabad,Public,Metals & Mining,3-4
406,Digit Insurance, 8 years old , 1k-5k Employees ,Ahmedabad,Fortune India 500,Insurance,3-4
407,Welspun, 39 years old , 10k-50k Employees ,Ahmedabad,Fortune India 500,Fashion & Textile,4-5
408,Astron Research, 23 years old , 1k-5k Employees ,Ahmedabad,Public,Clinical Research,4-5
409,Central Institute of Plastics Engineering & Technology, 56 years old , 51-200 Employees ,Ahmedabad,Public,Education & Training,3-4
410,Reliance Home Finance, 16 years old , 501-1k Employees ,Ahmedabad,Public,Nbfc,4-5
411,Government of Gujarat, 64 years old , 11-50 Employees ,Ahmedabad,Government,Public,3-4
412,Plastene, 26 years old , 501-1k Employees ,Ahmedabad,Public,Packaging,3-4
413,VIP Industries, 53 years old , 1k-5k Employees ,Ahmedabad,Public,Retail,3-4
414,Big Bazaar, 23 years old , 10k-50k Employees ,Ahmedabad,Conglomerate,Retail,4-5
415,Toppr, 11 years old , 1k-5k Employees ,Ahmedabad,Startup,Edtech,3-4
416,Centre for Environment Education, 40 years old , 201-500 Employees ,Ahmedabad,Public,Financial Services,4-5
417,Government of Gujarat, 64 years old , 11-50 Employees ,Ahmedabad,Government,Public,3-4
418,Housing.com, 12 years old , 1k-5k Employees ,Ahmedabad,Startup,Internet,3-4
419,Bank of India, 118 years old , 50k-1 Lakh Employees ,Ahmedabad,Fortune India 500,Banking,3-4
420,Transport Corporation Of India, 66 years old , 1k-5k Employees ,Ahmedabad,Public,Logistics,4-5
421,Gsrtc, 64 years old , 201-500 Employees ,Ahmedabad,Public,Urban Transport,4-5
422,Club Oxygen, 6 years old , 201-500 Employees ,Ahmedabad,Public,Hospitality,4-5
423,Big Bazaar, 23 years old , 10k-50k Employees ,Ahmedabad,Conglomerate,Retail,4-5
424,Tata Power Solar, 35 years old , 1k-5k Employees ,Ahmedabad,Public,Power,4-5
425,Valeo, 101 years old , 5k-10k Employees ,Ahmedabad,Forbes Global 2000,Auto Components,4-5
426,Easy Pay, 10 years old , 51-200 Employees ,Ahmedabad,Startup,Internet,4-5
427,Johnson & Johnson, 67 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Pharma,4-5
428,Thomas Cook, 143 years old , 1k-5k Employees ,Ahmedabad,Public,Travel & Tourism,3-4
429,Federal Bank, 93 years old , 10k-50k Employees ,Ahmedabad,Public,Banking,3-4
430,Marwadi Shares & Finance, 32 years old , 501-1k Employees ,Ahmedabad,Public,Financial Services,4-5
431,G R Infraprojects, 29 years old , 10k-50k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
432,Embibe, 12 years old , 1k-5k Employees ,Ahmedabad,Startup,Edtech,3-4
433,Lifestyle, 25 years old , 10k-50k Employees ,Ahmedabad,Fortune India 500,Retail,4-5
434,G R Infraprojects, 29 years old , 10k-50k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
435,Thomas Cook, 143 years old , 1k-5k Employees ,Ahmedabad,Public,Travel & Tourism,3-4
436,Marwadi Shares & Finance, 32 years old , 501-1k Employees ,Ahmedabad,Public,Financial Services,4-5
437,Srei Equipment Finance, 35 years old , 1k-5k Employees ,Ahmedabad,Public,Financial Services,4-5
438,Texel Industries, 35 years old , 51-200 Employees ,Ahmedabad,Public,Agriculture,3-4
439,Federal Bank, 93 years old , 10k-50k Employees ,Ahmedabad,Public,Banking,3-4
440,Chandresh Cables, 38 years old , 11-50 Employees ,Ahmedabad,Public,Electrical Equipment,3-4
441,Tata Motors Finance, 67 years old , 1k-5k Employees ,Ahmedabad,Conglomerate,Nbfc,4-5
442,Avanse Financial Services, 12 years old , 501-1k Employees ,Mumbai,Startup,Financial Services,3-4
443,Glenmark Pharmaceuticals, 47 years old , 10k-50k Employees ,Mumbai,Public,Pharma,3-4
444,Meesho, 9 years old , 5k-10k Employees ,Bangalore / Bengaluru,Indian Unicorn,Internet,3-4
445,Nokia, 159 years old , 10k-50k Employees ,Greater Noida,Forbes Global 2000,Telecom,4-5
446,Tata Steel, 117 years old , 1 Lakh+ Employees ,Greater Noida,Public,Iron & Steel,4-5
447,Infibeam, 17 years old , 501-1k Employees ,Ahmedabad,Public,Fintech,3-4
448,Aakash Exploration Services, 17 years old , 11-50 Employees ,Ahmedabad,Public,Oil & Gas,4-5
449,Nila Infrastructures, 34 years old , 51-200 Employees ,Ahmedabad,Public,Real Estate,4-5
450,SalesHandy, 9 years old , 51-200 Employees ,Ahmedabad,Startup,Software Product,3-4
451,Simptel, 5 years old , 1-10 Employees ,Ahmedabad,Startup,Software Product,4-5
452,CG Power and Industrial Solutions, 87 years old , 1k-5k Employees ,Ahmedabad,Public,Electrical Equipment,3-4
453,JM Financial, 40 years old , 1k-5k Employees ,Ahmedabad,Public,Financial Services,3-4
454,EPL Limited, 40 years old , 1k-5k Employees ,Ahmedabad,Public,Packaging,3-4
455,Ajanta Pharma, 51 years old , 5k-10k Employees ,Ahmedabad,Public,Pharma,4-5
456,Xiaomi, 14 years old , 1k-5k Employees ,Ahmedabad,Forbes Global 2000,Consumer Electronics & Appliances,3-4
457,Railtel Corporation Of India, 24 years old , 1k-5k Employees ,Ahmedabad,Public,Hardware & Networking,3-4
458,VOIS Call Center, 42 years old , 50k-1 Lakh Employees (Global) ,Ahmedabad,Public,Telecom,3-4
459,Sterling Holiday Resort, 38 years old , 1k-5k Employees ,Ahmedabad,Public,Hospitality,3-4
460,Nykaa, 12 years old , 1k-5k Employees ,Ahmedabad,Public,Internet,3-4
461,V.S.T Tillers Tractors, 57 years old , 201-500 Employees ,Ahmedabad,Public,Industrial Machinery,3-4
462,Urban Company, 9 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
463,MakeMyTrip, 24 years old , 5k-10k Employees ,Ahmedabad,Public,Internet,3-4
464,Satin Creditcare Network, 34 years old , 5k-10k Employees ,Ahmedabad,Public,Nbfc,4-5
465,ITD Cementation India, 93 years old , 1k-5k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
466,Nitco, 71 years old , 1k-5k Employees ,Ahmedabad,Public,Building Material,4-5
467,Ajanta Pharma, 51 years old , 5k-10k Employees ,Ahmedabad,Public,Pharma,4-5
468,EPL Limited, 40 years old , 1k-5k Employees ,Ahmedabad,Public,Packaging,3-4
469,DIC India, 77 years old , 501-1k Employees ,Ahmedabad,Public,Chemicals,4-5
470,DP World, 19 years old , 1k-5k Employees ,Ahmedabad,Public,Logistics,4-5
471,Medlife, 10 years old , 1k-5k Employees ,Ahmedabad,Startup,Internet,3-4
472,Railtel Corporation Of India, 24 years old , 1k-5k Employees ,Ahmedabad,Public,Hardware & Networking,3-4
473,Nykaa, 12 years old , 1k-5k Employees ,Ahmedabad,Public,Internet,3-4
474,V.S.T Tillers Tractors, 57 years old , 201-500 Employees ,Ahmedabad,Public,Industrial Machinery,3-4
475,Asahi India Glass, 40 years old , 1k-5k Employees ,Ahmedabad,Public,Auto Components,3-4
476,Greenlam Industries, 11 years old , 1k-5k Employees ,Ahmedabad,Public,Building Material,4-5
477,Shott Amusement Limited, 9 years old , 201-500 Employees ,Ahmedabad,Public,Media & Entertainment,4-5
478,Shott Amusement Limited, 9 years old , 201-500 Employees ,Ahmedabad,Public,Media & Entertainment,4-5
479,Infra.Market, 8 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Building Material,4-5
480,Schoolnet India, 27 years old , 51-200 Employees ,Ahmedabad,Public,Edtech,3-4
481,Schoolnet India, 27 years old , 51-200 Employees ,Ahmedabad,Public,Edtech,3-4
482,Crisil, 37 years old , 1k-5k Employees ,Ahmedabad,Public,Financial Services,3-4
483,Info Edge, 29 years old , 5k-10k Employees ,Ahmedabad,Public,Internet,3-4
484,CNH, 11 years old , 1k-5k Employees ,Ahmedabad,Public,Automobile,4-5
485,Globe Capital Market, 40 years old , 1k-5k Employees ,Ahmedabad,Public,Investment Banking / Venture Capital / Private Equity,3-4
486,Ashoka Buildcon, 48 years old , 1k-5k Employees ,Ahmedabad,Public,Engineering & Construction,4-5
487,Sambhaav Media, 34 years old , 51-200 Employees ,Ahmedabad,Public,Printing & Publishing,3-4
488,CarDekho, 16 years old , 1k-5k Employees ,Ahmedabad,Indian Unicorn,Internet,3-4
489,Swaraj Tractors, 62 years old , 1k-5k Employees ,Ahmedabad,Conglomerate,Automobile,4-5
490,Apple, 48 years old , 10k-50k Employees ,Ahmedabad,Forbes Global 2000,Consumer Electronics & Appliances,4-5
491,Utkarsh Small Finance Bank, 15 years old , 10k-50k Employees ,Ahmedabad,Public,Banking,3-4
492,Nuziveedu Seeds, 51 years old , 1k-5k Employees ,Ahmedabad,Public,Agriculture,4-5
493,Elecon Engineering, 73 years old , 501-1k Employees ,Ahmedabad,Public,Electrical Equipment,4-5
494,CIEL HR, 9 years old , 1k-5k Employees ,Ahmedabad,Startup,Recruitment,4-5
